@relation inflection_verbs
@attribute ending {ar,er,ir}
@attribute endingstem string
@attribute penSyl string
@attribute person {0, 1, 2, 3}
@attribute number {0, 1}
@attribute tense {0, 1, 2, 3, 4}
@attribute mood {0, 1, 2, 3}
@attribute suff1 string
@attribute suff2 string
@attribute stemC1 string
@attribute stemC2 string
@attribute stemC3 {ANY, yag}
@data
ar,u,ANY,3,1,2,1,uaren,ANY,ANY,ANY,ANY
er,ANY,ANY,1,0,0,0,o,ANY,ANY,ANY,ANY
er,ANY,ANY,2,0,0,0,es,ANY,ANY,ANY,ANY
er,ANY,ANY,3,0,0,0,e,ANY,ANY,ANY,ANY
er,ANY,ANY,1,1,0,0,emos,ANY,ANY,ANY,ANY
er,ANY,ANY,2,1,0,0,éis,ANY,ANY,ANY,ANY
er,ANY,ANY,3,1,0,0,en,ANY,ANY,ANY,ANY
er,g,ANY,1,0,0,0,jo,ANY,ANY,ANY,ANY
er,g,ANY,2,0,0,0,ges,ANY,ANY,ANY,ANY
er,g,ANY,3,0,0,0,ge,ANY,ANY,ANY,ANY
er,g,ANY,1,1,0,0,gemos,ANY,ANY,ANY,ANY
er,g,ANY,2,1,0,0,géis,ANY,ANY,ANY,ANY
er,g,ANY,3,1,0,0,gen,ANY,ANY,ANY,ANY
er,c,ANY,1,0,0,0,zo,ANY,ANY,ANY,ANY
er,c,ANY,2,0,0,0,ces,ANY,ANY,ANY,ANY
er,c,ANY,3,0,0,0,ce,ANY,ANY,ANY,ANY
er,c,ANY,1,1,0,0,cemos,ANY,ANY,ANY,ANY
er,c,ANY,2,1,0,0,céis,ANY,ANY,ANY,ANY
er,c,ANY,3,1,0,0,cen,ANY,ANY,ANY,ANY
er,ANY,ANY,1,0,1,0,ía,ANY,ANY,ANY,ANY
er,ANY,ANY,2,0,1,0,ías,ANY,ANY,ANY,ANY
er,ANY,ANY,3,0,1,0,ía,ANY,ANY,ANY,ANY
er,ANY,ANY,1,1,1,0,íamos,ANY,ANY,ANY,ANY
er,ANY,ANY,2,1,1,0,íais,ANY,ANY,ANY,ANY
er,ANY,ANY,3,1,1,0,ían,ANY,ANY,ANY,ANY
er,g,ANY,1,0,1,0,gía,ANY,ANY,ANY,ANY
er,g,ANY,2,0,1,0,gías,ANY,ANY,ANY,ANY
er,g,ANY,3,0,1,0,gía,ANY,ANY,ANY,ANY
er,g,ANY,1,1,1,0,gíamos,ANY,ANY,ANY,ANY
er,g,ANY,2,1,1,0,gíais,ANY,ANY,ANY,ANY
er,g,ANY,3,1,1,0,gían,ANY,ANY,ANY,ANY
er,c,ANY,1,0,1,0,cía,ANY,ANY,ANY,ANY
er,c,ANY,2,0,1,0,cías,ANY,ANY,ANY,ANY
er,c,ANY,3,0,1,0,cía,ANY,ANY,ANY,ANY
er,c,ANY,1,1,1,0,cíamos,ANY,ANY,ANY,ANY
er,c,ANY,2,1,1,0,cíais,ANY,ANY,ANY,ANY
er,c,ANY,3,1,1,0,cían,ANY,ANY,ANY,ANY
er,ANY,ANY,1,0,3,0,í,ANY,ANY,ANY,ANY
er,ANY,ANY,2,0,3,0,iste,ANY,ANY,ANY,ANY
er,ANY,ANY,3,0,3,0,ió,ANY,ANY,ANY,ANY
er,ANY,ANY,1,1,3,0,imos,ANY,ANY,ANY,ANY
er,ANY,ANY,2,1,3,0,isteis,ANY,ANY,ANY,ANY
er,ANY,ANY,3,1,3,0,ieron,ANY,ANY,ANY,ANY
er,g,ANY,1,0,3,0,gí,ANY,ANY,ANY,ANY
er,g,ANY,2,0,3,0,giste,ANY,ANY,ANY,ANY
er,g,ANY,3,0,3,0,gió,ANY,ANY,ANY,ANY
er,g,ANY,1,1,3,0,gimos,ANY,ANY,ANY,ANY
er,g,ANY,2,1,3,0,gisteis,ANY,ANY,ANY,ANY
er,g,ANY,3,1,3,0,gieron,ANY,ANY,ANY,ANY
er,c,ANY,1,0,3,0,cí,ANY,ANY,ANY,ANY
er,c,ANY,2,0,3,0,ciste,ANY,ANY,ANY,ANY
er,c,ANY,3,0,3,0,ció,ANY,ANY,ANY,ANY
er,c,ANY,1,1,3,0,cimos,ANY,ANY,ANY,ANY
er,c,ANY,2,1,3,0,cisteis,ANY,ANY,ANY,ANY
er,c,ANY,3,1,3,0,cieron,ANY,ANY,ANY,ANY
er,ANY,ANY,1,0,2,0,eré,ANY,ANY,ANY,ANY
er,ANY,ANY,2,0,2,0,erás,ANY,ANY,ANY,ANY
er,ANY,ANY,3,0,2,0,erá,ANY,ANY,ANY,ANY
er,ANY,ANY,1,1,2,0,eremos,ANY,ANY,ANY,ANY
er,ANY,ANY,2,1,2,0,eréis,ANY,ANY,ANY,ANY
er,ANY,ANY,3,1,2,0,erán,ANY,ANY,ANY,ANY
er,g,ANY,1,0,2,0,geré,ANY,ANY,ANY,ANY
er,g,ANY,2,0,2,0,gerás,ANY,ANY,ANY,ANY
er,g,ANY,3,0,2,0,gerá,ANY,ANY,ANY,ANY
er,g,ANY,1,1,2,0,geremos,ANY,ANY,ANY,ANY
er,g,ANY,2,1,2,0,geréis,ANY,ANY,ANY,ANY
er,g,ANY,3,1,2,0,gerán,ANY,ANY,ANY,ANY
er,c,ANY,1,0,2,0,ceré,ANY,ANY,ANY,ANY
er,c,ANY,2,0,2,0,cerás,ANY,ANY,ANY,ANY
er,c,ANY,3,0,2,0,cerá,ANY,ANY,ANY,ANY
er,c,ANY,1,1,2,0,ceremos,ANY,ANY,ANY,ANY
er,c,ANY,2,1,2,0,ceréis,ANY,ANY,ANY,ANY
er,c,ANY,3,1,2,0,cerán,ANY,ANY,ANY,ANY
er,ANY,ANY,1,0,4,0,ería,ANY,ANY,ANY,ANY
er,ANY,ANY,2,0,4,0,erías,ANY,ANY,ANY,ANY
er,ANY,ANY,3,0,4,0,ería,ANY,ANY,ANY,ANY
er,ANY,ANY,1,1,4,0,eríamos,ANY,ANY,ANY,ANY
er,ANY,ANY,2,1,4,0,eríais,ANY,ANY,ANY,ANY
er,ANY,ANY,3,1,4,0,erían,ANY,ANY,ANY,ANY
er,g,ANY,1,0,4,0,gería,ANY,ANY,ANY,ANY
er,g,ANY,2,0,4,0,gerías,ANY,ANY,ANY,ANY
er,g,ANY,3,0,4,0,gería,ANY,ANY,ANY,ANY
er,g,ANY,1,1,4,0,geríamos,ANY,ANY,ANY,ANY
er,g,ANY,2,1,4,0,geríais,ANY,ANY,ANY,ANY
er,g,ANY,3,1,4,0,gerían,ANY,ANY,ANY,ANY
er,c,ANY,1,0,4,0,cería,ANY,ANY,ANY,ANY
er,c,ANY,2,0,4,0,cerías,ANY,ANY,ANY,ANY
er,c,ANY,3,0,4,0,cería,ANY,ANY,ANY,ANY
er,c,ANY,1,1,4,0,ceríamos,ANY,ANY,ANY,ANY
er,c,ANY,2,1,4,0,ceríais,ANY,ANY,ANY,ANY
er,c,ANY,3,1,4,0,cerían,ANY,ANY,ANY,ANY
er,ANY,ANY,2,0,0,2,e,ANY,ANY,ANY,ANY
er,ANY,ANY,2,1,0,2,ed,ANY,ANY,ANY,ANY
er,g,ANY,2,0,0,0,ge,ANY,ANY,ANY,ANY
er,g,ANY,2,1,0,0,ged,ANY,ANY,ANY,ANY
er,c,ANY,2,0,0,0,ce,ANY,ANY,ANY,ANY
er,c,ANY,2,1,0,0,ced,ANY,ANY,ANY,ANY
er,ANY,ANY,0,0,0,3,er,ANY,ANY,ANY,ANY
er,g,ANY,0,0,0,3,ger,ANY,ANY,ANY,ANY
er,c,ANY,0,0,0,3,cer,ANY,ANY,ANY,ANY
er,ANY,ANY,0,0,1,3,ido,ANY,ANY,ANY,ANY
er,g,ANY,0,0,1,3,gido,ANY,ANY,ANY,ANY
er,c,ANY,0,0,1,3,cido,ANY,ANY,ANY,ANY
er,ANY,ANY,0,0,2,3,iendo,ANY,ANY,ANY,ANY
er,g,ANY,0,0,2,3,giendo,ANY,ANY,ANY,ANY
er,c,ANY,0,0,2,3,ciendo,ANY,ANY,ANY,ANY
er,ANY,ANY,1,0,0,1,a,ANY,ANY,ANY,ANY
er,ANY,ANY,2,0,0,1,as,ANY,ANY,ANY,ANY
er,ANY,ANY,3,0,0,1,a,ANY,ANY,ANY,ANY
er,ANY,ANY,1,1,0,1,amos,ANY,ANY,ANY,ANY
er,ANY,ANY,2,1,0,1,áis,ANY,ANY,ANY,ANY
er,ANY,ANY,3,1,0,1,an,ANY,ANY,ANY,ANY
er,g,ANY,1,0,0,1,ja,ANY,ANY,ANY,ANY
er,g,ANY,2,0,0,1,jas,ANY,ANY,ANY,ANY
er,g,ANY,3,0,0,1,ja,ANY,ANY,ANY,ANY
er,g,ANY,1,1,0,1,jamos,ANY,ANY,ANY,ANY
er,g,ANY,2,1,0,1,jáis,ANY,ANY,ANY,ANY
er,g,ANY,3,1,0,1,jan,ANY,ANY,ANY,ANY
er,c,ANY,1,0,0,1,za,ANY,ANY,ANY,ANY
er,c,ANY,2,0,0,1,zas,ANY,ANY,ANY,ANY
er,c,ANY,3,0,0,1,za,ANY,ANY,ANY,ANY
er,c,ANY,1,1,0,1,zamos,ANY,ANY,ANY,ANY
er,c,ANY,2,1,0,1,záis,ANY,ANY,ANY,ANY
er,c,ANY,3,1,0,1,zan,ANY,ANY,ANY,ANY
er,ANY,ANY,1,0,1,1,iera,iese,ANY,ANY,ANY
er,ANY,ANY,2,0,1,1,ieras,ieses,ANY,ANY,ANY
er,ANY,ANY,3,0,1,1,iera,iese,ANY,ANY,ANY
er,ANY,ANY,1,1,1,1,iéramos,iésemos,ANY,ANY,ANY
er,ANY,ANY,2,1,1,1,ierais,ieseis,ANY,ANY,ANY
er,ANY,ANY,3,1,1,1,ieran,iesen,ANY,ANY,ANY
er,g,ANY,1,0,1,1,giera,giese,ANY,ANY,ANY
er,g,ANY,2,0,1,1,gieras,gieses,ANY,ANY,ANY
er,g,ANY,3,0,1,1,giera,giese,ANY,ANY,ANY
er,g,ANY,1,1,1,1,giéramos,giésemos,ANY,ANY,ANY
er,g,ANY,2,1,1,1,gierais,gieseis,ANY,ANY,ANY
er,g,ANY,3,1,1,1,gieran,giesen,ANY,ANY,ANY
er,c,ANY,1,0,1,1,ciera,ciese,ANY,ANY,ANY
er,c,ANY,2,0,1,1,cieras,cieses,ANY,ANY,ANY
er,c,ANY,3,0,1,1,ciera,ciese,ANY,ANY,ANY
er,c,ANY,1,1,1,1,ciéramos,ciésemos,ANY,ANY,ANY
er,c,ANY,2,1,1,1,cierais,cieseis,ANY,ANY,ANY
er,c,ANY,3,1,1,1,cieran,ciesen,ANY,ANY,ANY
er,ANY,ANY,1,0,2,1,iere,ANY,ANY,ANY,ANY
er,ANY,ANY,2,0,2,1,ieres,ANY,ANY,ANY,ANY
er,ANY,ANY,3,0,2,1,iere,ANY,ANY,ANY,ANY
er,ANY,ANY,1,1,2,1,iéremos,ANY,ANY,ANY,ANY
er,ANY,ANY,2,1,2,1,iereis,ANY,ANY,ANY,ANY
er,ANY,ANY,3,1,2,1,ieren,ANY,ANY,ANY,ANY
er,g,ANY,1,0,2,1,giere,ANY,ANY,ANY,ANY
er,g,ANY,2,0,2,1,gieres,ANY,ANY,ANY,ANY
er,g,ANY,3,0,2,1,giere,ANY,ANY,ANY,ANY
er,g,ANY,1,1,2,1,giéremos,ANY,ANY,ANY,ANY
er,g,ANY,2,1,2,1,giereis,ANY,ANY,ANY,ANY
er,g,ANY,3,1,2,1,gieren,ANY,ANY,ANY,ANY
er,c,ANY,1,0,2,1,ciere,ANY,ANY,ANY,ANY
er,c,ANY,2,0,2,1,cieres,ANY,ANY,ANY,ANY
er,c,ANY,3,0,2,1,ciere,ANY,ANY,ANY,ANY
er,c,ANY,1,1,2,1,ciéremos,ANY,ANY,ANY,ANY
er,c,ANY,2,1,2,1,ciereis,ANY,ANY,ANY,ANY
er,c,ANY,3,1,2,1,cieren,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,0,0,0,o,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,0,0,0,es,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,0,0,0,e,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,1,0,0,imos,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,1,0,0,ís,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,1,0,0,en,ANY,ANY,ANY,ANY
ir,qu,ANY,1,0,0,0,co,ANY,ANY,ANY,ANY
ir,qu,ANY,2,0,0,0,ques,ANY,ANY,ANY,ANY
ir,qu,ANY,3,0,0,0,que,ANY,ANY,ANY,ANY
ir,qu,ANY,1,1,0,0,quimos,ANY,ANY,ANY,ANY
ir,qu,ANY,2,1,0,0,quís,ANY,ANY,ANY,ANY
ir,qu,ANY,3,1,0,0,quen,ANY,ANY,ANY,ANY
ir,g,ANY,1,0,0,0,jo,ANY,ANY,ANY,ANY
ir,g,ANY,2,0,0,0,ges,ANY,ANY,ANY,ANY
ir,g,ANY,3,0,0,0,ge,ANY,ANY,ANY,ANY
ir,g,ANY,1,1,0,0,gimos,ANY,ANY,ANY,ANY
ir,g,ANY,2,1,0,0,gís,ANY,ANY,ANY,ANY
ir,g,ANY,3,1,0,0,gen,ANY,ANY,ANY,ANY
ir,c,ANY,1,0,0,0,zo,ANY,ANY,ANY,ANY
ir,c,ANY,2,0,0,0,ces,ANY,ANY,ANY,ANY
ir,c,ANY,3,0,0,0,ce,ANY,ANY,ANY,ANY
ir,c,ANY,1,1,0,0,cimos,ANY,ANY,ANY,ANY
ir,c,ANY,2,1,0,0,cís,ANY,ANY,ANY,ANY
ir,c,ANY,3,1,0,0,cen,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,0,1,0,ía,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,0,1,0,ías,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,0,1,0,ía,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,1,1,0,íamos,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,1,1,0,íais,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,1,1,0,ían,ANY,ANY,ANY,ANY
ir,qu,ANY,1,0,1,0,quía,ANY,ANY,ANY,ANY
ir,qu,ANY,2,0,1,0,quías,ANY,ANY,ANY,ANY
ir,qu,ANY,3,0,1,0,quía,ANY,ANY,ANY,ANY
ir,qu,ANY,1,1,1,0,quíamos,ANY,ANY,ANY,ANY
ir,qu,ANY,2,1,1,0,quíais,ANY,ANY,ANY,ANY
ir,qu,ANY,3,1,1,0,quían,ANY,ANY,ANY,ANY
ir,g,ANY,1,0,1,0,gía,ANY,ANY,ANY,ANY
ir,g,ANY,2,0,1,0,gías,ANY,ANY,ANY,ANY
ir,g,ANY,3,0,1,0,gía,ANY,ANY,ANY,ANY
ir,g,ANY,1,1,1,0,gíamos,ANY,ANY,ANY,ANY
ir,g,ANY,2,1,1,0,gíais,ANY,ANY,ANY,ANY
ir,g,ANY,3,1,1,0,gían,ANY,ANY,ANY,ANY
ir,c,ANY,1,0,1,0,cía,ANY,ANY,ANY,ANY
ir,c,ANY,2,0,1,0,cías,ANY,ANY,ANY,ANY
ir,c,ANY,3,0,1,0,cía,ANY,ANY,ANY,ANY
ir,c,ANY,1,1,1,0,cíamos,ANY,ANY,ANY,ANY
ir,c,ANY,2,1,1,0,cíais,ANY,ANY,ANY,ANY
ir,c,ANY,3,1,1,0,cían,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,0,3,0,í,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,0,3,0,iste,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,0,3,0,ió,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,1,3,0,imos,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,1,3,0,isteis,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,1,3,0,ieron,ANY,ANY,ANY,ANY
ir,qu,ANY,1,0,3,0,quí,ANY,ANY,ANY,ANY
ir,qu,ANY,2,0,3,0,quiste,ANY,ANY,ANY,ANY
ir,qu,ANY,3,0,3,0,quió,ANY,ANY,ANY,ANY
ir,qu,ANY,1,1,3,0,quimos,ANY,ANY,ANY,ANY
ir,qu,ANY,2,1,3,0,quisteis,ANY,ANY,ANY,ANY
ir,qu,ANY,3,1,3,0,quieron,ANY,ANY,ANY,ANY
ir,g,ANY,1,0,3,0,gí,ANY,ANY,ANY,ANY
ir,g,ANY,2,0,3,0,giste,ANY,ANY,ANY,ANY
ir,g,ANY,3,0,3,0,gió,ANY,ANY,ANY,ANY
ir,g,ANY,1,1,3,0,gimos,ANY,ANY,ANY,ANY
ir,g,ANY,2,1,3,0,gisteis,ANY,ANY,ANY,ANY
ir,g,ANY,3,1,3,0,gieron,ANY,ANY,ANY,ANY
ir,c,ANY,1,0,3,0,cí,ANY,ANY,ANY,ANY
ir,c,ANY,2,0,3,0,ciste,ANY,ANY,ANY,ANY
ir,c,ANY,3,0,3,0,ció,ANY,ANY,ANY,ANY
ir,c,ANY,1,1,3,0,cimos,ANY,ANY,ANY,ANY
ir,c,ANY,2,1,3,0,cisteis,ANY,ANY,ANY,ANY
ir,c,ANY,3,1,3,0,cieron,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,0,2,0,iré,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,0,2,0,irás,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,0,2,0,irá,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,1,2,0,iremos,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,1,2,0,iréis,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,1,2,0,irán,ANY,ANY,ANY,ANY
ir,qu,ANY,1,0,2,0,quiré,ANY,ANY,ANY,ANY
ir,qu,ANY,2,0,2,0,quirás,ANY,ANY,ANY,ANY
ir,qu,ANY,3,0,2,0,quirá,ANY,ANY,ANY,ANY
ir,qu,ANY,1,1,2,0,quiremos,ANY,ANY,ANY,ANY
ir,qu,ANY,2,1,2,0,quiréis,ANY,ANY,ANY,ANY
ir,qu,ANY,3,1,2,0,quirán,ANY,ANY,ANY,ANY
ir,g,ANY,1,0,2,0,giré,ANY,ANY,ANY,ANY
ir,g,ANY,2,0,2,0,girás,ANY,ANY,ANY,ANY
ir,g,ANY,3,0,2,0,girá,ANY,ANY,ANY,ANY
ir,g,ANY,1,1,2,0,giremos,ANY,ANY,ANY,ANY
ir,g,ANY,2,1,2,0,giréis,ANY,ANY,ANY,ANY
ir,g,ANY,3,1,2,0,girán,ANY,ANY,ANY,ANY
ir,c,ANY,1,0,2,0,ciré,ANY,ANY,ANY,ANY
ir,c,ANY,2,0,2,0,cirás,ANY,ANY,ANY,ANY
ir,c,ANY,3,0,2,0,cirá,ANY,ANY,ANY,ANY
ir,c,ANY,1,1,2,0,ciremos,ANY,ANY,ANY,ANY
ir,c,ANY,2,1,2,0,ciréis,ANY,ANY,ANY,ANY
ir,c,ANY,3,1,2,0,cirán,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,0,4,0,iría,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,0,4,0,irías,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,0,4,0,iría,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,1,4,0,iríamos,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,1,4,0,iríais,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,1,4,0,irían,ANY,ANY,ANY,ANY
ir,qu,ANY,1,0,4,0,quiría,ANY,ANY,ANY,ANY
ir,qu,ANY,2,0,4,0,quirías,ANY,ANY,ANY,ANY
ir,qu,ANY,3,0,4,0,quiría,ANY,ANY,ANY,ANY
ir,qu,ANY,1,1,4,0,quiríamos,ANY,ANY,ANY,ANY
ir,qu,ANY,2,1,4,0,quiríais,ANY,ANY,ANY,ANY
ir,qu,ANY,3,1,4,0,quirían,ANY,ANY,ANY,ANY
ir,g,ANY,1,0,4,0,giría,ANY,ANY,ANY,ANY
ir,g,ANY,2,0,4,0,girías,ANY,ANY,ANY,ANY
ir,g,ANY,3,0,4,0,giría,ANY,ANY,ANY,ANY
ir,g,ANY,1,1,4,0,giríamos,ANY,ANY,ANY,ANY
ir,g,ANY,2,1,4,0,giríais,ANY,ANY,ANY,ANY
ir,g,ANY,3,1,4,0,girían,ANY,ANY,ANY,ANY
ir,c,ANY,1,0,4,0,ciría,ANY,ANY,ANY,ANY
ir,c,ANY,2,0,4,0,cirías,ANY,ANY,ANY,ANY
ir,c,ANY,3,0,4,0,ciría,ANY,ANY,ANY,ANY
ir,c,ANY,1,1,4,0,ciríamos,ANY,ANY,ANY,ANY
ir,c,ANY,2,1,4,0,ciríais,ANY,ANY,ANY,ANY
ir,c,ANY,3,1,4,0,cirían,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,0,0,2,e,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,1,0,2,id,ANY,ANY,ANY,ANY
ir,qu,ANY,2,0,0,2,que,ANY,ANY,ANY,ANY
ir,qu,ANY,2,1,0,2,id,ANY,ANY,ANY,ANY
ir,g,ANY,2,0,0,2,ge,ANY,ANY,ANY,ANY
ir,g,ANY,2,1,0,2,gid,ANY,ANY,ANY,ANY
ir,c,ANY,2,0,0,2,ce,ANY,ANY,ANY,ANY
ir,c,ANY,2,1,0,2,cid,ANY,ANY,ANY,ANY
ir,ANY,ANY,0,0,0,3,ir,ANY,ANY,ANY,ANY
ir,qu,ANY,0,0,0,3,quir,ANY,ANY,ANY,ANY
ir,g,ANY,0,0,0,3,gir,ANY,ANY,ANY,ANY
ir,c,ANY,0,0,0,3,cir,ANY,ANY,ANY,ANY
ir,ANY,ANY,0,0,1,3,ido,ANY,ANY,ANY,ANY
ir,qu,ANY,0,0,1,3,quido,ANY,ANY,ANY,ANY
ir,g,ANY,0,0,1,3,gido,ANY,ANY,ANY,ANY
ir,c,ANY,0,0,1,3,cido,ANY,ANY,ANY,ANY
ir,ANY,ANY,0,0,2,3,iendo,ANY,ANY,ANY,ANY
ir,qu,ANY,0,0,2,3,quiendo,ANY,ANY,ANY,ANY
ir,g,ANY,0,0,2,3,giendo,ANY,ANY,ANY,ANY
ir,c,ANY,0,0,2,3,ciendo,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,0,0,1,a,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,0,0,1,as,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,0,0,1,a,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,1,0,1,amos,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,1,0,1,áis,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,1,0,1,an,ANY,ANY,ANY,ANY
ir,qu,ANY,1,0,0,1,ca,ANY,ANY,ANY,ANY
ir,qu,ANY,2,0,0,1,cas,ANY,ANY,ANY,ANY
ir,qu,ANY,3,0,0,1,ca,ANY,ANY,ANY,ANY
ir,qu,ANY,1,1,0,1,camos,ANY,ANY,ANY,ANY
ir,qu,ANY,2,1,0,1,cáis,ANY,ANY,ANY,ANY
ir,qu,ANY,3,1,0,1,can,ANY,ANY,ANY,ANY
ir,g,ANY,1,0,0,1,ja,ANY,ANY,ANY,ANY
ir,g,ANY,2,0,0,1,jas,ANY,ANY,ANY,ANY
ir,g,ANY,3,0,0,1,ja,ANY,ANY,ANY,ANY
ir,g,ANY,1,1,0,1,jamos,ANY,ANY,ANY,ANY
ir,g,ANY,2,1,0,1,jáis,ANY,ANY,ANY,ANY
ir,g,ANY,3,1,0,1,jan,ANY,ANY,ANY,ANY
ir,c,ANY,1,0,0,1,za,ANY,ANY,ANY,ANY
ir,c,ANY,2,0,0,1,zas,ANY,ANY,ANY,ANY
ir,c,ANY,3,0,0,1,za,ANY,ANY,ANY,ANY
ir,c,ANY,1,1,0,1,zamos,ANY,ANY,ANY,ANY
ir,c,ANY,2,1,0,1,záis,ANY,ANY,ANY,ANY
ir,c,ANY,3,1,0,1,zan,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,0,1,1,iera,iese,ANY,ANY,ANY
ir,ANY,ANY,2,0,1,1,ieras,ieses,ANY,ANY,ANY
ir,ANY,ANY,3,0,1,1,iera,iese,ANY,ANY,ANY
ir,ANY,ANY,1,1,1,1,iéramos,iésemos,ANY,ANY,ANY
ir,ANY,ANY,2,1,1,1,ierais,ieseis,ANY,ANY,ANY
ir,ANY,ANY,3,1,1,1,ieran,iesen,ANY,ANY,ANY
ir,qu,ANY,1,0,1,1,quiera,quiese,ANY,ANY,ANY
ir,qu,ANY,2,0,1,1,quieras,quieses,ANY,ANY,ANY
ir,qu,ANY,3,0,1,1,quiera,quiese,ANY,ANY,ANY
ir,qu,ANY,1,1,1,1,quiéramos,quiésemos,ANY,ANY,ANY
ir,qu,ANY,2,1,1,1,quierais,quieseis,ANY,ANY,ANY
ir,qu,ANY,3,1,1,1,quieran,quiesen,ANY,ANY,ANY
ir,g,ANY,1,0,1,1,giera,giese,ANY,ANY,ANY
ir,g,ANY,2,0,1,1,gieras,gieses,ANY,ANY,ANY
ir,g,ANY,3,0,1,1,giera,giese,ANY,ANY,ANY
ir,g,ANY,1,1,1,1,giéramos,giésemos,ANY,ANY,ANY
ir,g,ANY,2,1,1,1,gierais,gieseis,ANY,ANY,ANY
ir,g,ANY,3,1,1,1,gieran,giesen,ANY,ANY,ANY
ir,c,ANY,1,0,1,1,ciera,ciese,ANY,ANY,ANY
ir,c,ANY,2,0,1,1,cieras,cieses,ANY,ANY,ANY
ir,c,ANY,3,0,1,1,ciera,ciese,ANY,ANY,ANY
ir,c,ANY,1,1,1,1,ciéramos,ciésemos,ANY,ANY,ANY
ir,c,ANY,2,1,1,1,cierais,cieseis,ANY,ANY,ANY
ir,c,ANY,3,1,1,1,cieran,ciesen,ANY,ANY,ANY
ir,ANY,ANY,1,0,2,1,iere,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,0,2,1,ieres,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,0,2,1,iere,ANY,ANY,ANY,ANY
ir,ANY,ANY,1,1,2,1,iéremos,ANY,ANY,ANY,ANY
ir,ANY,ANY,2,1,2,1,iereis,ANY,ANY,ANY,ANY
ir,ANY,ANY,3,1,2,1,ieren,ANY,ANY,ANY,ANY
ir,qu,ANY,1,0,2,1,quiere,ANY,ANY,ANY,ANY
ir,qu,ANY,2,0,2,1,quieres,ANY,ANY,ANY,ANY
ir,qu,ANY,3,0,2,1,quiere,ANY,ANY,ANY,ANY
ir,qu,ANY,1,1,2,1,quiéremos,ANY,ANY,ANY,ANY
ir,qu,ANY,2,1,2,1,quiereis,ANY,ANY,ANY,ANY
ir,qu,ANY,3,1,2,1,quieren,ANY,ANY,ANY,ANY
ir,g,ANY,1,0,2,1,giere,ANY,ANY,ANY,ANY
ir,g,ANY,2,0,2,1,gieres,ANY,ANY,ANY,ANY
ir,g,ANY,3,0,2,1,giere,ANY,ANY,ANY,ANY
ir,g,ANY,1,1,2,1,giéremos,ANY,ANY,ANY,ANY
ir,g,ANY,2,1,2,1,giereis,ANY,ANY,ANY,ANY
ir,g,ANY,3,1,2,1,gieren,ANY,ANY,ANY,ANY
ir,c,ANY,1,0,2,1,ciere,ANY,ANY,ANY,ANY
ir,c,ANY,2,0,2,1,cieres,ANY,ANY,ANY,ANY
ir,c,ANY,3,0,2,1,ciere,ANY,ANY,ANY,ANY
ir,c,ANY,1,1,2,1,ciéremos,ANY,ANY,ANY,ANY
ir,c,ANY,2,1,2,1,ciereis,ANY,ANY,ANY,ANY
ir,c,ANY,3,1,2,1,cieren,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,0,0,ando,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,0,0,andas,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,0,0,anda,ANY,ANY,ANY,ANY
